,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?
52,556.0,Dagenham Heathway,3724772.0,4081804.0,4239210.0,4204570.0,4710937.0,4912327.0,5156354.0,5800005.0,6065247.0,6043690.0,5779848.0,5763663.0,5853372.0,4552421.0,2869564.0,District,London Underground,Yes,,,,No
53,557.0,Debden,1776413.0,1761946.0,1895992.0,2022055.0,2121108.0,2198209.0,2298091.0,2476133.0,2462500.0,2469953.0,2356317.0,2377124.0,2380050.0,1512812.0,1106863.0,Central,London Underground,Yes,,,,No
54,558.0,Dollis Hill,3799620.0,3658275.0,3292754.0,3000811.0,3076494.0,3181564.0,3231810.0,3079019.0,3085602.0,4180094.0000000005,4033111.0,3853604.0,4016751.0,2754026.0,1865453.0,Jubilee,London Underground,Yes,,,,Yes
55,560.0,Ealing Broadway,17527677.0,17864990.0,16621251.0,16512739.0,16091415.000000002,16089675.0,16640277.999999998,17380138.0,16840132.0,18604788.0,15947455.0,18435715.0,19036772.0,8852929.0,8307429.0,"Central, District, TfL Rail",London Underground,Yes,Yes,,,Yes
56,561.0,Ealing Common,3418822.0,3396396.0,3194100.0,3202138.0,3248444.0,3235644.0,3340949.0,3569884.0,3516563.0,3177674.0,3030959.0,3035829.0,3068294.0,1610901.0,1308100.0,"District, Piccadilly",London Underground,Yes,,,,No
57,562.0,Earl's Court,20860682.0,20425800.0,19693008.0,21205003.0,20965776.0,21026733.0,21266746.0,22005021.0,20501361.0,19998114.0,18918916.0,18512627.0,19127125.0,7898110.0,8396552.0,"District, Piccadilly",London Underground,Yes,,,,Yes
58,563.0,East Acton,3643990.0,3898147.0,3514320.0,3410281.0,3408355.0,3473199.0,3881384.0,4016859.0,4009432.9999999995,4122792.9999999995,3872967.0,3866457.0,4081695.0,2726902.0,1326939.0,Central,London Underground,Yes,,,,Yes
59,564.0,Eastcote,2352457.0,2456081.0,2412104.0,2347552.0,2432119.0,2517541.0,2628771.0,2758170.0,2833742.0,2943186.0,2867252.0,2791569.0,2825453.0,1365559.0,1187714.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
60,565.0,East Finchley,5712898.0,5946420.0,5828206.0,6231882.0,6291627.0,6304646.0,6558418.0,7323942.0,7342555.0,7470306.0,6953760.0,6637732.0,6866724.0,2870898.0,2809498.0,Northern,London Underground,Yes,,,,Yes
61,566.0,East Ham,12378046.0,12670617.0,12680742.0,13118180.0,13365416.0,13312177.0,13581725.0,14816407.0,15094316.0,14746847.0,13938124.0,13246713.0,13011044.0,8485806.0,5966757.0,"District, Hammersmith & City",London Underground,Yes,,,,No
62,567.0,East Putney,5774841.0,5806866.0,5608638.0,4924570.0,4930995.0,5331607.0,5652154.0,6140774.0,5995120.0,6369310.0,5875905.0,6109009.0,6445888.0,3056532.0,3007533.0,District,London Underground,Yes,,,,No
63,568.0,Edgware,3459673.0,3716011.0,4334651.0,4394459.0,4372808.0,4083055.0,4090187.0000000005,4585383.0,4776513.0,5188838.0,5013738.0,4842434.0,4922141.0,2815355.0,2278683.0,Northern,London Underground,Yes,,,,Yes
64,569.0,Edgware Road (DIS),5992876.0,6039515.0,6800343.0,5885942.0,5937083.0,6311978.0,8194414.999999999,7330752.0,7210074.0,6963367.0,6801573.0,6743070.0,6737179.0,2835355.0,2838710.0,"Circle, District, Hammersmith & City",London Underground,Yes,,,,No
65,570.0,Elephant & Castle LU,17132279.0,18536376.0,18325234.0,18226123.0,17717370.0,17959946.0,17674326.0,18482055.0,19088917.0,23295457.0,20987746.0,19132578.0,19754830.0,8559895.0,7881463.0,"Northern, Bakerloo",London Underground,Yes,,,,No
66,571.0,Elm Park,2236093.0,2395057.0,2389794.0,2333965.0,2443469.0,2493005.0,2628329.0,2992367.0,3004341.0,3096321.0,3122720.0,3076370.0,3143319.0,2007136.0,1406370.0,District,London Underground,Yes,,,,No
67,572.0,Epping,2300707.0,2480435.0,2780380.0,2864072.0,3095119.0,3029117.0,3144293.0,3071273.0,3330335.0,3770408.0,3778082.0,4048867.0,4084533.0,1909072.0,1890743.0,Central,London Underground,Yes,,,,No
68,574.0,Euston LU,25783341.0,28125051.0,31123724.0,33573987.0,35324569.0,37526909.0,38026531.0,41331265.0,42159332.0,43099154.0,40735345.0,39254276.0,41092380.0,8794406.0,15882123.0,"Northern, Victoria",London Underground,Yes,,,,Yes
69,575.0,Euston Square,9958819.0,10584757.0,10709239.0,10030805.0,10885783.0,11358790.0,12358617.0,14328440.0,14878866.0,14395409.0,13495131.0,13858401.0,14119388.0,3668927.0,5263980.0,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No
70,576.0,Fairlop,696707.0,803974.0,826818.0,843647.0,922346.0,906250.0,966835.0,1088742.0,1134269.0,1197309.0,1179427.0,1181967.0,1248117.0,687862.0,541194.0,Central,London Underground,Yes,,,,Yes
71,577.0,Farringdon,18284982.0,18835943.0,15674901.0,16812389.0,19024321.0,20402371.0,21764657.0,23628728.0,23775738.0,15874802.0,19325838.0,25016753.0,25924012.0,5899244.0,8497573.0,"Circle, Hammersmith & City, Metropolitan, TfL Rail",London Underground,Yes,Yes,,,No
72,578.0,Finchley Central,4941846.0,5053947.0,5119310.0,5312454.0,5494164.0,5507100.0,5332385.0,5676484.0,5779925.0,6949909.0,6859802.0,8075893.0,8485023.0,3718793.0,3523038.0,Northern,London Underground,Yes,,,,Yes
73,579.0,Finchley Road,9778138.0,10177917.0,9308551.0,8846550.0,8976869.0,9366745.0,9898800.0,10061287.0,9951123.0,9998400.0,9134559.0,9124495.0,9187606.0,4696641.0,3908195.0,"Metropolitan, Jubilee",London Underground,Yes,,,,Yes
74,580.0,Finsbury Park,24801026.0,26299025.0,23213512.0,23461314.0,24288678.0,26036007.0,27072271.0,27995495.0,28847088.0,32738968.0,29633479.0,31540207.0,33396270.0,15817399.0,14048632.0,"Piccadilly, Victoria",London Underground,Yes,,,,Yes
75,581.0,Fulham Broadway,10291098.0,9634101.0,9675655.0,9301691.0,9562872.0,9495761.0,9944627.0,10766495.0,10714422.0,10153787.0,9149885.0,8704059.0,8816445.0,3911983.0,4148235.0,District,London Underground,Yes,,,,No
76,582.0,Gants Hill,4527348.0,4692610.0,5257959.0,5064420.0,5477918.0,5594100.0,5986579.0,6560896.0,6588251.0,7143148.0,6491292.0,6174918.0,6358482.0,3741492.0,2835478.0,Central,London Underground,Yes,,,,Yes
77,583.0,Gloucester Road,13606370.0,13523413.0,13734309.0,14484620.0,14162419.0,14193918.0,14912967.0,11963929.0,14203922.0,13975040.0,13100020.0,13311849.0,13738684.0,3933949.0,6967643.0,"District, Piccadilly, Circle",London Underground,Yes,,,,Yes
78,584.0,Golders Green,7642484.0,7669104.0,7897576.0,7968265.0,7810571.0,7635532.0,7397006.0,8250104.0,8700123.0,8511338.0,7973435.0,7897011.0,7895394.0,3897645.0,3332144.0,Northern,London Underground,Yes,,,,Yes
79,585.0,Goldhawk Road,1592604.0,1766816.0,1578490.0,1491855.0,1604110.0,1720631.0,1793796.0,2095139.9999999998,2088026.0000000002,2123640.0,2033590.0,2109767.0,2127422.0,972028.0,954301.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No
80,586.0,Goodge Street,7936215.0,8493547.0,8698646.0,9033065.0,10616578.0,8613806.0,8229689.000000001,8378693.999999999,8841266.0,8463593.0,7185458.0,7316006.0,8507731.0,1625476.0,2537086.0,Northern,London Underground,Yes,,,,Yes
81,587.0,Grange Hill,395276.0,456222.0,441456.0,488583.0,488191.0,538851.0,562391.0,600016.0,657661.0,663262.0,639841.0,642034.0,652468.0,296723.0,232680.0,Central,London Underground,Yes,,,,No
82,588.0,Great Portland Street,6211202.0,6958828.0,6884487.0,6792179.0,7166285.0,7358443.0,7577960.0,8427474.0,8343311.0,8657946.0,7732903.0,7728904.0,7974138.0,2635853.0,2685637.0,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No
83,589.0,Greenford,3515276.0,3533585.0,3494518.0,3666996.0,3947974.0,4053459.0,4346343.0,4629465.0,4716521.0,4806850.0,4452187.0,4206392.0,4170423.0,2964852.0,2049869.0,Central,London Underground,Yes,,,,No
84,590.0,Green Park,30034360.0,29618755.0,28258541.0,29365627.0,31724096.0,33987599.0,35459916.0,39830418.0,39552887.0,41241175.0,37397425.0,36793171.0,39059216.0,9446617.0,15943763.0,"Jubilee, Piccadilly, Victoria",London Underground,Yes,,,,Yes
85,591.0,Gunnersbury,3657932.0,3670975.0,3825968.0,3932489.0,4393537.0,4643672.0,4553739.0,5411649.0,5410585.0,5784841.0,7706666.0,7694633.0,7833201.0,2878121.0,2942058.0,"District, London Overground",London Underground,Yes,,Yes,,No
86,592.0,Hainault,2241634.0,2379573.0,2525353.0,2694964.0,2949499.0,2861768.0,3146946.0,3481574.0,3607791.0,3738019.0,3619745.0,3584797.0,3644122.0,2625053.0,1732237.0,Central,London Underground,Yes,,,,Yes
87,593.0,Hammersmith (DIS),27175566.0,28984656.0,27434766.0,27883056.0,28941207.0,28647767.0,29286237.0,29261687.0,28834401.0,29417701.0,27831099.0,26958703.0,27049240.0,9895644.0,10798249.0,"District, Piccadilly",London Underground,Yes,,,,Yes
88,594.0,Hampstead,4308191.0,4533549.0,4731740.0,4506235.0,4313065.0,4377572.0,4285503.0,4364454.0,4557566.0,4637096.0,4564741.0,4441422.0,4665745.0,2259516.0,2111620.0,Northern,London Underground,Yes,,,,Yes
89,595.0,Hanger Lane,2939052.0,2922462.0,3150901.0,3234191.0,3362341.0,3453605.0,3629301.0,3843017.0,3949461.0,4095538.0000000005,3702916.0,3551843.0,3548004.0,1904069.0,1467628.0,Central,London Underground,Yes,,,,No
90,596.0,Harlesden,2196043.0,2242642.0,2230090.0,2047839.9999999998,2280123.0,2425550.0,2603902.0,2773017.0,3007807.0,3099292.0,4377369.0,4331195.0,4385766.0,3267039.0,2321402.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
91,597.0,Harrow & Wealdstone,5055445.0,4306316.0,3892857.0,4279192.0,4468738.0,4452893.0,4659489.0,4512161.0,5002877.0,4963518.0,8142878.0,8136921.0,8159774.0,4723786.0,3884873.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
92,598.0,Harrow-on-the-Hill,9379157.0,9359403.0,8591134.0,8490159.0,8749578.0,8847439.0,9205889.0,9868855.0,10259516.0,10665325.0,10417901.0,10208999.0,10698286.0,6185709.0,4761645.0,Metropolitan,London Underground,Yes,,,,No
93,601.0,Hendon Central,5396142.0,5914764.0,6076148.0,6259561.0,7014001.0,6825826.0,6843039.0,7404483.0,7970028.0,8130262.999999999,7420133.0,7297644.0,7190413.0,3385014.0,2933496.0,Northern,London Underground,Yes,,,,Yes
94,602.0,High Barnet,2613467.0,2729056.0,2731024.0,2858999.0,3141483.0,2876354.0,2796356.0,3234777.0,3648827.0,3647152.0,4062201.0,4014753.0,4047339.0,2028542.0,1826421.0,Northern,London Underground,Yes,,,,Yes
95,603.0,Highbury & Islington,13791446.0,13726413.0,14327026.0,13935961.0,16258236.0,16770439.0,18134071.0,18283137.0,18443978.0,20222247.0,42177220.0,38981796.0,41117739.0,16202663.0,20632454.0,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes
96,604.0,Highgate,4493334.0,4851078.0,4967615.0,4984884.0,4980182.0,4759258.0,4637186.0,5042899.0,5482772.0,5769258.0,5581536.0,5362797.0,5652865.0,2341117.0,2428486.0,Northern,London Underground,Yes,,,,Yes
97,605.0,High Street Kensington,12603269.0,13264423.0,12522052.0,12014816.0,11994054.0,12898984.0,13458770.0,13784783.0,13362540.0,13103200.0,12115781.0,11889198.0,11691230.0,3574133.0,4454568.0,"Circle, District",London Underground,Yes,,,,No
98,606.0,Hillingdon,1314434.0,1388554.0,1333287.0,1299003.0,1400024.0,1482669.0,1634164.0,1798747.0,1856117.0,1772004.0,1726384.0,1704504.0,1648055.0,840109.0,747141.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
99,607.0,Holborn,31106138.0,30184057.0,30098285.0,31263127.0,31981518.0,31506714.0,34022691.0,36315818.0,40530196.0,33956572.0,31015758.0,30740262.0,31253089.0,7171859.0,11252228.0,"Central, Piccadilly",London Underground,Yes,,,,Yes
100,608.0,Holland Park,3619151.0,3881522.0,3504855.0,3386341.0,3369348.0,3318275.0,3393821.0,3161254.0,3366174.0,3225381.0,3451841.0,3377648.0,3722034.0,1993894.0,1618471.0,Central,London Underground,Yes,,,,Yes
101,609.0,Holloway Road,7486616.0,7672912.0,7672303.0,7703412.0,8049972.0,7182872.0,7146236.0,6662884.0,6728651.0,6719981.0,6438237.0,6146893.0,6687750.0,2260557.0,2882905.0,Piccadilly,London Underground,Yes,,,,Yes
102,610.0,Hornchurch,1850705.0,1957187.0,1948563.0,1932145.0,1977139.0,2001895.0000000002,1988632.0,2145267.0,2023958.0,2108498.0,2138383.0,2108849.0,2139412.0,1247419.0,934752.0,District,London Underground,Yes,,,,No
103,611.0,Hounslow Central,3558003.0,3629728.0,3798709.0,3940066.0,3904224.0,3782288.0,3929167.0,4009715.0,4010773.0000000005,3825932.0,3748113.0,3575375.0,3635704.0,1947240.0,1519626.0,Piccadilly,London Underground,Yes,,,,Yes
104,612.0,Hounslow East,3841365.0,3859951.0,4022150.0,4224896.0,4269133.0,4170686.0,4340980.0,4666573.0,4515142.0,3870493.0,3829625.0,3729904.0,3920633.0,2333768.0,1773818.0,Piccadilly,London Underground,Yes,,,,Yes
105,613.0,Hounslow West,3077732.0,2951171.0,3101392.0,3195330.0,3179685.0,3241375.0,3337658.0,3610222.0,3545552.0,3545471.0,3330306.0,3324930.0,3531951.0,1825754.0,1550628.0,Piccadilly,London Underground,Yes,,,,Yes
106,614.0,Hyde Park Corner,5596755.0,6421740.0,6189372.0,5865670.0,6069371.0,5785461.0,5802785.499999999,5836879.0,7436827.0,6310733.0,5218249.0,4567539.0,4438810.0,1689055.0,1883530.0,Piccadilly,London Underground,Yes,,,,Yes
107,615.0,Ickenham,1068404.0,1028713.9999999999,1008689.0,960080.0,982403.0,1055454.0,1073393.0,1155563.0,1190362.0,1166906.0,1119734.0,1142440.0,1118573.0,554519.0,480785.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
108,616.0,Kennington,4154822.0000000005,4181237.9999999995,4125256.0000000005,4316946.0,4515496.0,4587700.0,4679885.0,4958303.0,5529121.0,5592864.0,5286728.0,5032526.0,5508345.0,2398479.0,2486398.0,Northern,London Underground,Yes,,,,Yes
109,617.0,Kensal Green,2386962.0,2630829.0,2185069.0,2325176.0,2319179.0,2540968.0,2562212.0,2279364.0,2563193.0,2724536.0,3453907.0,3263687.0,3356941.0,1715567.0,1504204.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
110,618.0,Kensington (Olympia),951910.0,1315876.0,1274996.0,1286366.0,1737833.0,1795637.0,1876505.0,1947507.0,2008711.0,2047038.9999999998,4946651.0,3364717.0,3804436.0,1275099.0,1622491.0,"District, London Overground",London Underground,Yes,,Yes,,No
111,619.0,Kentish Town,6433038.0,7098142.0,7278897.0,7443081.0,7214610.0,7584083.0,6449580.0,7719158.0,10493555.0,8358081.0,7938048.0,7598874.0,8121594.0,3257153.0,3708705.0,Northern,London Underground,Yes,,,,Yes
112,620.0,Kenton,1443277.0,1471735.0,1676705.0,1824917.0,1942100.0,1972680.0,2017375.0,1957589.0,2116417.0,2078584.0000000002,2859905.0,2745537.0,2750164.0,2101808.0,1446419.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
113,621.0,Kew Gardens,3298111.0,3168320.0,3224467.0,3340697.0,3131336.0,3239675.0,3522717.0,3561549.0,3549683.0,4176827.0000000005,5550127.0,5320709.0,5263515.0,2305428.0,3032919.0,"District, London Overground",London Underground,Yes,,Yes,,No
114,622.0,Kilburn,8501716.0,8557713.0,7852189.0,7198815.0,7521454.0,7686365.0,7790047.0,7865471.0,8269437.999999999,8582187.0,8161692.0,8055599.0,8116651.0,3945831.0,3297471.0,Jubilee,London Underground,Yes,,,,Yes
115,623.0,Kilburn Park,3362624.0,3622475.0,4068411.0,3785729.0,3455765.0,3450656.0,3480874.0,3381792.0,3417148.0,3428178.0,3185489.0,3271343.0,3285734.0,1482189.0,1375207.0,Bakerloo,London Underground,Yes,,,,No
116,624.0,Kingsbury,3328493.0,3324353.0,3333201.0,3106205.0,3442077.0,3734715.0,4117979.0,4586917.0,4968747.0,5122530.0,4958925.0,4637313.0,4551665.0,3236734.0,2067899.0,Jubilee,London Underground,Yes,,,,Yes
117,625.0,King's Cross St. Pancras,66359149.0,67067757.0,66152528.00000001,72576764.0,77110350.0,80970688.0,84866822.80059522,91984534.0,93413018.0,95030793.0,92620193.0,87839231.0,88273827.0,18837593.0,36734085.0,"Circle, Hammersmith & City, Metropolitan, Northern, Piccadilly, Victoria",London Underground,Yes,,,,Yes
118,626.0,Knightsbridge,21574755.0,19641276.0,20162113.0,20197731.0,20699238.0,21566053.0,21469435.0,21471485.0,20296928.0,19086044.0,16241434.0,16509261.0,16528117.0,4464303.0,7453212.0,Piccadilly,London Underground,Yes,,,,Yes
119,627.0,Ladbroke Grove,4841505.0,5438843.0,5121354.0,5229544.0,5089394.0,5299764.0,5665472.0,6077566.0,5813508.0,5801892.0,5652798.0,5597827.0,6130079.0,2835701.0,2648507.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No
120,628.0,Lambeth North,2939717.0,3199398.0,3310333.0,3554510.0,3497701.0,3309893.0,3023974.0,3571716.0,3285854.0,0.0,3337188.0,3973246.0,3868659.0,1195291.0,1286347.0,Bakerloo,London Underground,Yes,,,,No
121,629.0,Lancaster Gate,5720495.0,5972880.0,6481688.0,6524718.0,6677557.0,6698842.0,6794600.0,6551701.0,6293475.0,7060983.0,5903385.0,6140949.0,6628043.0,1503898.0,2668131.0,Central,London Underground,Yes,,,,Yes
122,630.0,Latimer Road,1994914.0,2147222.0,1978312.0,2000092.0,1702701.0,1910797.0,2192582.0,2389740.0,2572535.0,2627529.0,2344798.0,2439071.0,2320784.0,1121245.0,1075229.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No
123,631.0,Leicester Square,38687223.0,33868259.0,35555594.0,36938061.0,38779688.0,38512080.0,38596700.0,43314547.0,43745951.0,37843681.0,34580105.0,33424173.0,34563636.0,3950320.0,16345381.0,"Piccadilly, Northern",London Underground,Yes,,,,Yes
124,632.0,Leyton,12322930.0,12646743.0,12345039.0,12563244.0,13289406.0,12856223.0,13531459.0,14067249.0,14406501.0,14331098.0,12751863.0,11393769.0,11262368.0,7325632.0,5293420.0,Central,London Underground,Yes,,,,Yes
